key,value
"credit_card_balance.csv|NAME_CONTRACT_STATUS_Demand,sum",0.507002
"credit_card_balance.csv|NAME_CONTRACT_STATUS_Demand,median",0.507001
"bureau_balance.csv|STATUS_,KURT,prod,mean",0.50699445441367
"bureau.csv|CREDIT_TYPE_Unknown type of loan,std",0.506985
"bureau.csv|CREDIT_TYPE_Unknown type of loan,var",0.506985
"bureau_balance.csv|STATUS_1,median,sum",0.5069722703726323
"credit_card_balance.csv|SK_DPD_DEF,0_instead_of_min,median",0.506971
"credit_card_balance.csv|SK_DPD_DEF,median",0.506971
"previous_application.csv|SELLERPLACE_AREA,min_flag,prod",0.5069638913926248
"previous_application.csv|DAYS_LAST_DUE_1ST_VERSION,max_flag,mean",0.5069594592298271
"previous_application.csv|WEEKDAY_APPR_PROCESS_START_TUESDAY,var",0.5069584962335025
"previous_application.csv|NAME_TYPE_SUITE_Spouse, partner,mean",0.5069383475517433
"bureau_balance.csv|STATUS_1,std,prod",0.5069226605297097
"bureau_balance.csv|SK_ID_BUREAU,sum,mean",0.506896
"previous_application.csv|NAME_PRODUCT_TYPE_x-sell,var",0.5068929818465147
"bureau.csv|AMT_CREDIT_SUM_OVERDUE,sum",0.506892
"bureau.csv|AMT_CREDIT_SUM_OVERDUE,nan_instead_of_min,sum",0.506892
"bureau.csv|AMT_CREDIT_SUM_OVERDUE,0_instead_of_min,sum",0.506892
"POS_CASH_balance.csv|SK_DPD,0_instead_of_min,std",0.506887
"POS_CASH_balance.csv|SK_DPD,std",0.506887
"previous_application.csv|AMT_GOODS_PRICE,min_flag,mean",0.5068844717690496
"bureau_balance.csv|STATUS_0,median,prod",0.5068820935614199
"bureau_balance.csv|STATUS_C,median,mean",0.5068424600925268
"previous_application.csv|NAME_GOODS_CATEGORY_Audio/Video,var",0.50683788813994
"previous_application.csv|NAME_GOODS_CATEGORY_Audio/Video,std",0.50683788813994
"bureau_balance.csv|MONTHS_BALANCE,prod,var",0.5068290992666316
"previous_application.csv|DAYS_TERMINATION,max_flag,var",0.5068279178220432
"previous_application.csv|AMT_CREDIT,min_flag,sum",0.5068273424182018
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Other,mean",0.5068081074999723
"bureau_balance.csv|STATUS_X,var,mean",0.5067875923153207
"previous_application.csv|WEEKDAY_APPR_PROCESS_START_FRIDAY,prod",0.506776373080394
"previous_application.csv|NAME_SELLER_INDUSTRY_Furniture,sum",0.5067714297087601
"credit_card_balance.csv|SK_ID_CURR,mean",0.506766
"credit_card_balance.csv|SK_ID_CURR,median",0.506766
"bureau_balance.csv|STATUS_,STD,prod,var",0.5067511989485927
"previous_application.csv|CHANNEL_TYPE_AP+ (Cash loan),mean",0.5067437154924684
"previous_application.csv|NAME_GOODS_CATEGORY_Clothing and Accessories,sum",0.5067421981818935
"credit_card_balance.csv|NAME_CONTRACT_STATUS_Demand,std",0.506741
"credit_card_balance.csv|NAME_CONTRACT_STATUS_Demand,var",0.506741
"application_train.csv|ELEVATORS_MEDI,min_flag",0.506737
"previous_application.csv|AMT_ANNUITY,var",0.506715833414432
"bureau.csv|AMT_CREDIT_MAX_OVERDUE,nan_instead_of_min,std",0.506713
"bureau.csv|AMT_CREDIT_MAX_OVERDUE,nan_instead_of_min,var",0.506713
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_XAP,sum",0.5066881016709803
"previous_application.csv|AMT_ANNUITY,std",0.5066788191872443
"credit_card_balance.csv|AMT_CREDIT_LIMIT_ACTUAL,0_instead_of_min,mean",0.506678
"credit_card_balance.csv|AMT_CREDIT_LIMIT_ACTUAL,mean",0.506678
"previous_application.csv|NAME_SELLER_INDUSTRY_Clothing,prod",0.5066722026130589
"bureau_balance.csv|STATUS_,AVG,var,mean",0.5066673235789271
"previous_application.csv|NAME_GOODS_CATEGORY_Clothing and Accessories,prod",0.5066660558522621
application_train.csv|NAME_INCOME_TYPE_State servant,0.506662
"bureau_balance.csv|STATUS_,DIST,var,mean",0.5066584455735972
"previous_application.csv|NAME_GOODS_CATEGORY_Mobile,median",0.506654279524389
"bureau_balance.csv|STATUS_,STD,var,var",0.5066504779831118
"bureau_balance.csv|STATUS_,AVG,var,median",0.5066477010682142
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Urgent needs,mean",0.506644083918361
"previous_application.csv|PRODUCT_COMBINATION_Cash Street: high,prod",0.5066312837478433
"credit_card_balance.csv|CNT_DRAWINGS_CURRENT,min_flag,median",0.506623
"bureau_balance.csv|STATUS_,DIST,std,median",0.5065831245980376
"bureau.csv|AMT_CREDIT_SUM_LIMIT,prod",0.506583
"previous_application.csv|FLAG_LAST_APPL_PER_CONTRACT_Y,prod",0.5065786567396823
"bureau_balance.csv|STATUS_1,var,median",0.5065491342334585
application_train.csv|NONLIVINGAPARTMENTS_MEDI,0.50654
"application_train.csv|DEF__CNT_SOCIAL_CIRCLE,DIST",0.5065361716160909
"application_train.csv|DEF__CNT_SOCIAL_CIRCLE,DIST,0_instead_of_min",0.506536
"previous_application.csv|PRODUCT_COMBINATION_Cash Street: middle,sum",0.5065339207297421
"previous_application.csv|NAME_PAYMENT_TYPE_Non-cash from your account,mean",0.5065166067455099
"bureau_balance.csv|STATUS_1,var,mean",0.5065003039216686
"previous_application.csv|WEEKDAY_APPR_PROCESS_START_SATURDAY,mean",0.5064745342226672
"previous_application.csv|NAME_TYPE_SUITE_Unaccompanied,prod",0.5064744870560819
"previous_application.csv|NAME_PAYMENT_TYPE_Cash through the bank,sum",0.5064594335055135
"bureau_balance.csv|STATUS_X,var,var",0.5064547230456128
"bureau_balance.csv|STATUS_3,sum,sum",0.5064541489954952
"application_train.csv|NONLIVINGAPARTMENTS_MEDI,nan_instead_of_min",0.506452
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Buying a used car,mean",0.5064430667716614
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Education,sum",0.5064367706737609
"credit_card_balance.csv|SK_ID_PREV,prod",0.506424
"bureau_balance.csv|STATUS_2,sum,prod",0.5064206420527912
"bureau.csv|CREDIT_TYPE_Loan for working capital replenishment,mean",0.506409
"bureau_balance.csv|STATUS_,AVG,std,std",0.5063912859833398
application_train.csv|OCCUPATION_TYPE_Sales staff,0.506388
"previous_application.csv|CODE_REJECT_REASON_LIMIT,median",0.50638780840953
"previous_application.csv|CODE_REJECT_REASON_SCO,std",0.5063860653120836
"credit_card_balance.csv|SK_DPD_DEF,0_instead_of_min,var",0.506386
"credit_card_balance.csv|SK_DPD_DEF,var",0.506386
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Building a house or an annex,sum",0.5063849623834726
"previous_application.csv|CHANNEL_TYPE_AP+ (Cash loan),prod",0.5063699800102739
"application_train.csv|ELEVATORS_AVG,min_flag",0.506334
"previous_application.csv|PRODUCT_COMBINATION_POS industry without interest,sum",0.5063107463314852
"credit_card_balance.csv|SK_DPD,nan_instead_of_min,sum",0.506288
"credit_card_balance.csv|SK_DPD,sum",0.506288
"credit_card_balance.csv|SK_DPD,0_instead_of_min,sum",0.506288
"credit_card_balance.csv|AMT_DRAWINGS_ATM_CURRENT,prod",0.506245
"previous_application.csv|NAME_TYPE_SUITE_Unaccompanied,sum",0.5062348908487911
"bureau_balance.csv|STATUS_,KURT,mean,var",0.5062284991352448
"installments_payments.csv|NUM_INSTALMENT_VERSION,min_flag,prod",0.506226
"POS_CASH_balance.csv|SK_ID_CURR,mean",0.506225
"POS_CASH_balance.csv|SK_ID_CURR,median",0.506225
"credit_card_balance.csv|SK_ID_PREV,median",0.506217
"bureau.csv|CREDIT_TYPE_Unknown type of loan,mean",0.506199
"previous_application.csv|NAME_TYPE_SUITE_Family,prod",0.5061910822821152
"bureau_balance.csv|STATUS_5,median,sum",0.5061822686855362
"bureau_balance.csv|STATUS_,KURT,prod,prod",0.5061819051038371
"previous_application.csv|PRODUCT_COMBINATION_POS other with interest,std",0.5061658877732091
"credit_card_balance.csv|AMT_DRAWINGS_CURRENT,prod",0.506155
"credit_card_balance.csv|CNT_DRAWINGS_ATM_CURRENT,0_instead_of_min,median",0.506153
"credit_card_balance.csv|CNT_DRAWINGS_ATM_CURRENT,median",0.506153
"credit_card_balance.csv|NAME_CONTRACT_STATUS_Completed,mean",0.506147
"previous_application.csv|WEEKDAY_APPR_PROCESS_START_MONDAY,prod",0.5061453319055965
"previous_application.csv|CHANNEL_TYPE_AP+ (Cash loan),std",0.5061312396413861
"previous_application.csv|NAME_TYPE_SUITE_Unaccompanied,median",0.506122208594024
"previous_application.csv|NAME_YIELD_GROUP_low_action,var",0.5061197083375111
"previous_application.csv|NAME_GOODS_CATEGORY_Tourism,sum",0.5061151831240182
"bureau_balance.csv|MONTHS_BALANCE,prod,mean",0.5061147103181871
"previous_application.csv|NAME_TYPE_SUITE_Other_B,mean",0.5060858439404892
"previous_application.csv|NAME_TYPE_SUITE_Group of people,mean",0.5060848146829495
application_train.csv|OCCUPATION_TYPE_Managers,0.506084
"bureau.csv|AMT_CREDIT_SUM,min_flag,var",0.50608
"installments_payments.csv|NUM_INSTALMENT_NUMBER,0_instead_of_min,prod",0.506072
"POS_CASH_balance.csv|SK_DPD_DEF,nan_instead_of_min,std",0.506051
"previous_application.csv|PRODUCT_COMBINATION_POS industry without interest,prod",0.5060481864807755
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Repairs,sum",0.506035995129701
"bureau_balance.csv|STATUS_0,mean,mean",0.5060257894776179
"bureau_balance.csv|STATUS_4,var,prod",0.5060244381763235
"bureau_balance.csv|STATUS_4,std,prod",0.506021978531523
"previous_application.csv|CODE_REJECT_REASON_SCO,mean",0.5060182397602786
"previous_application.csv|PRODUCT_COMBINATION_Card Street,sum",0.5060113333467139
"previous_application.csv|HOUR_APPR_PROCESS_START,var",0.5059508194015032
"previous_application.csv|NAME_CONTRACT_TYPE_XNA,sum",0.5059384908255897
"previous_application.csv|PRODUCT_COMBINATION_nan,sum",0.5059384908255897
"bureau_balance.csv|,count,median",0.5059335176007849
"bureau_balance.csv|STATUS_,DIST,sum,mean",0.5059215887296199
"bureau_balance.csv|STATUS_,KURT,sum,mean",0.5059215887296199
"bureau.csv|AMT_CREDIT_SUM,min_flag,median",0.505916
"installments_payments.csv|NUM_INSTALMENT_VERSION,0_instead_of_min,median",0.505872
"installments_payments.csv|NUM_INSTALMENT_VERSION,median",0.505872
"previous_application.csv|WEEKDAY_APPR_PROCESS_START_FRIDAY,sum",0.5058670747018037
"bureau_balance.csv|STATUS_0,std,std",0.5058490048409803
"previous_application.csv|NFLAG_LAST_APPL_IN_DAY,prod",0.5058427446523834
"bureau_balance.csv|STATUS_X,std,var",0.5058413936360834
"previous_application.csv|CODE_REJECT_REASON_LIMIT,prod",0.5058361865020647
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Buying a home,mean",0.505834284448951
"credit_card_balance.csv|NAME_CONTRACT_STATUS_Completed,sum",0.505832
"previous_application.csv|NAME_GOODS_CATEGORY_Furniture,median",0.5058223983982056
"credit_card_balance.csv|SK_DPD_DEF,min_flag,prod",0.505813
"bureau.csv|AMT_ANNUITY,nan_instead_of_min,mean",0.50581
"bureau.csv|CREDIT_TYPE_Interbank credit,mean",0.505794
"bureau.csv|CREDIT_TYPE_Interbank credit,sum",0.505794
"bureau.csv|CREDIT_TYPE_Loan for the purchase of equipment,mean",0.50579
"previous_application.csv|SELLERPLACE_AREA,min_flag,sum",0.5057818229513302
"credit_card_balance.csv|AMT_CREDIT_LIMIT_ACTUAL,0_instead_of_min,std",0.505781
"credit_card_balance.csv|AMT_CREDIT_LIMIT_ACTUAL,std",0.505781
"previous_application.csv|NAME_PORTFOLIO_Cash,mean",0.5057642087254207
"bureau_balance.csv|STATUS_X,std,std",0.5057611689031216
"credit_card_balance.csv|CNT_DRAWINGS_ATM_CURRENT,min_flag,median",0.505755
"previous_application.csv|NAME_SELLER_INDUSTRY_Industry,median",0.505740471749499
"previous_application.csv|NAME_GOODS_CATEGORY_Direct Sales,mean",0.5057365942571945
"previous_application.csv|NAME_YIELD_GROUP_low_action,prod",0.5057265955823477
"credit_card_balance.csv|AMT_DRAWINGS_POS_CURRENT,min_flag,prod",0.505723
"credit_card_balance.csv|CNT_DRAWINGS_POS_CURRENT,min_flag,prod",0.505723
"previous_application.csv|NAME_GOODS_CATEGORY_Weapon,mean",0.5057212645469819
"bureau_balance.csv|STATUS_,DIST,sum,var",0.5057170544661274
"bureau.csv|CREDIT_TYPE_Loan for working capital replenishment,sum",0.505716
"credit_card_balance.csv|AMT_DRAWINGS_POS_CURRENT,min_flag,median",0.505715
"credit_card_balance.csv|CNT_DRAWINGS_POS_CURRENT,min_flag,median",0.505715
"bureau_balance.csv|STATUS_0,std,var",0.5057124700450325
"bureau.csv|AMT_CREDIT_SUM,min_flag,std",0.505711
"previous_application.csv|NAME_CLIENT_TYPE_Repeater,prod",0.5057089191563945
"previous_application.csv|NAME_GOODS_CATEGORY_XNA,var",0.5057017497641796
"previous_application.csv|NAME_GOODS_CATEGORY_Office Appliances,mean",0.5056978989901072
application_train.csv|NAME_INCOME_TYPE_Commercial associate,0.505688
"bureau_balance.csv|STATUS_,STD,std,median",0.5056667446055301
"previous_application.csv|NAME_SELLER_INDUSTRY_Connectivity,sum",0.5056559561397496
"bureau_balance.csv|STATUS_X,sum,sum",0.5056446043111441
"previous_application.csv|NAME_PRODUCT_TYPE_x-sell,prod",0.5056385412674741
"credit_card_balance.csv|NAME_CONTRACT_STATUS_Demand,mean",0.505624
"previous_application.csv|NAME_YIELD_GROUP_XNA,prod",0.5056205498513794
"credit_card_balance.csv|CNT_DRAWINGS_ATM_CURRENT,min_flag,prod",0.505604
"credit_card_balance.csv|AMT_CREDIT_LIMIT_ACTUAL,nan_instead_of_min,mean",0.5056
application_train.csv|AMT_REQ_CREDIT_BUREAU_MON,0.505592
"previous_application.csv|NAME_SELLER_INDUSTRY_MLM partners,median",0.505582645942695
"previous_application.csv|NAME_CLIENT_TYPE_XNA,prod",0.505577699649868
"previous_application.csv|CODE_REJECT_REASON_SCO,var",0.5055692188555849
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Payments on other loans,median",0.5055687419173341
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Payments on other loans,mean",0.5055644436306902
"bureau_balance.csv|STATUS_,STD,std,var",0.5055639308543844
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Furniture,mean",0.5055559650451144
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday,median",0.5055524569768959
"previous_application.csv|NAME_SELLER_INDUSTRY_Jewelry,prod",0.5055495832351261
"previous_application.csv|PRODUCT_COMBINATION_Card Street,prod",0.5055474121472298
"credit_card_balance.csv|AMT_DRAWINGS_OTHER_CURRENT,var",0.505536
"credit_card_balance.csv|AMT_DRAWINGS_OTHER_CURRENT,std",0.505536
"credit_card_balance.csv|AMT_DRAWINGS_OTHER_CURRENT,0_instead_of_min,std",0.505524
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment,prod",0.505514840057646
"credit_card_balance.csv|AMT_PAYMENT_CURRENT,min_flag,median",0.505507
"previous_application.csv|CHANNEL_TYPE_AP+ (Cash loan),var",0.5055019690660016
"previous_application.csv|PRODUCT_COMBINATION_Cash Street: low,sum",0.5054833483108616
"bureau_balance.csv|STATUS_0,mean,var",0.505471394930172
"previous_application.csv|NAME_GOODS_CATEGORY_Auto Accessories,mean",0.5054636207084364
"previous_application.csv|PRODUCT_COMBINATION_POS others without interest,std",0.5054461692856198
"previous_application.csv|PRODUCT_COMBINATION_POS others without interest,var",0.5054461692856198
"bureau.csv|AMT_CREDIT_SUM_OVERDUE,nan_instead_of_min,median",0.505442
"previous_application.csv|AMT_ANNUITY,min_flag,sum",0.5054306209846461
"bureau_balance.csv|STATUS_C,std,std",0.5054261286880146
"bureau_balance.csv|STATUS_C,std,var",0.5054223519412566
"previous_application.csv|NAME_CONTRACT_TYPE_XNA,mean",0.5054214450888431
"previous_application.csv|PRODUCT_COMBINATION_nan,mean",0.5054214450888431
"previous_application.csv|NAME_GOODS_CATEGORY_Mobile,std",0.5054172794671263
"bureau_balance.csv|STATUS_C,var,var",0.5054151338862354
"previous_application.csv|NAME_SELLER_INDUSTRY_Industry,mean",0.5054030353008618
application_train.csv|NONLIVINGAPARTMENTS_AVG,0.505386
"previous_application.csv|NAME_CONTRACT_STATUS_Canceled,median",0.5053776931648186
"credit_card_balance.csv|CNT_DRAWINGS_CURRENT,prod",0.50537
"credit_card_balance.csv|CNT_DRAWINGS_CURRENT,0_instead_of_min,prod",0.50537
"bureau.csv|AMT_CREDIT_SUM,min_flag,prod",0.505369
"previous_application.csv|NAME_CONTRACT_TYPE_Revolving loans,prod",0.5053676306512098
"bureau_balance.csv|STATUS_3,var,sum",0.5053664120148427
"previous_application.csv|PRODUCT_COMBINATION_Cash,sum",0.5053510733985525
"bureau_balance.csv|STATUS_C,prod,sum",0.5053382249214714
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment,sum",0.505330873275291
"previous_application.csv|CHANNEL_TYPE_Credit and cash offices,std",0.5053274995819664
"previous_application.csv|CHANNEL_TYPE_Credit and cash offices,var",0.5053100619813817
"previous_application.csv|WEEKDAY_APPR_PROCESS_START_MONDAY,mean",0.5053062763285464
"previous_application.csv|PRODUCT_COMBINATION_Cash X-Sell: high,median",0.5053051979807086
"previous_application.csv|SELLERPLACE_AREA,min_flag,median",0.505301438903608
"previous_application.csv|PRODUCT_COMBINATION_POS household without interest,sum",0.5052714588387577
"POS_CASH_balance.csv|SK_DPD,0_instead_of_min,median",0.505252
"POS_CASH_balance.csv|SK_DPD,median",0.505252
"previous_application.csv|DAYS_LAST_DUE_1ST_VERSION,max_flag,sum",0.5052118000907123
"previous_application.csv|NAME_YIELD_GROUP_middle,sum",0.505201350340863
"previous_application.csv|NAME_YIELD_GROUP_middle,prod",0.5051963238220917
"previous_application.csv|NAME_TYPE_SUITE_Spouse, partner,prod",0.505194815203848
"bureau_balance.csv|STATUS_1,sum,std",0.5051739770492099
"previous_application.csv|NAME_PORTFOLIO_Cards,prod",0.5051643246426477
"bureau.csv|AMT_CREDIT_SUM,min_flag,sum",0.505163
"bureau_balance.csv|STATUS_3,var,var",0.5051502203374207
"previous_application.csv|DAYS_LAST_DUE_1ST_VERSION,max_flag,prod",0.5051319181348531
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Buying a garage,mean",0.5051302340312628
"previous_application.csv|WEEKDAY_APPR_PROCESS_START_THURSDAY,prod",0.5051079512396401
"previous_application.csv|PRODUCT_COMBINATION_Cash Street: middle,prod",0.5051070794415469
"previous_application.csv|DAYS_TERMINATION,max_flag,std",0.5050633129828043
"previous_application.csv|NFLAG_INSURED_ON_APPROVAL,median",0.5050538206006387
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Furniture,sum",0.5050478456202608
"credit_card_balance.csv|SK_ID_CURR,prod",0.505043
"previous_application.csv|NAME_SELLER_INDUSTRY_Auto technology,prod",0.505041096024905
"bureau_balance.csv|STATUS_0,var,mean",0.5050369438691771
"previous_application.csv|PRODUCT_COMBINATION_POS others without interest,mean",0.505033583000604
"bureau_balance.csv|STATUS_3,std,sum",0.5050246953767106
"previous_application.csv|DAYS_FIRST_DUE,max_flag,median",0.5050094415462762
"previous_application.csv|NAME_CONTRACT_STATUS_Unused offer,sum",0.5049975400345807
"previous_application.csv|CODE_REJECT_REASON_CLIENT,sum",0.5049975400345807
"previous_application.csv|NAME_GOODS_CATEGORY_Office Appliances,median",0.5049967781731055
"previous_application.csv|RATE_INTEREST_PRIVILEGED,sum",0.5049955735014675
application_train.csv|NAME_FAMILY_STATUS_Widow,0.50499
"previous_application.csv|NAME_PAYMENT_TYPE_Cashless from the account of the employer,mean",0.5049861441743293
"previous_application.csv|NAME_TYPE_SUITE_Other_A,prod",0.5049808147064331
"previous_application.csv|NAME_PORTFOLIO_Cash,median",0.5049487419271664
"previous_application.csv|NAME_GOODS_CATEGORY_Construction Materials,prod",0.5049460589891963
"bureau.csv|CREDIT_DAY_OVERDUE,nan_instead_of_min,sum",0.504925
"bureau.csv|CREDIT_DAY_OVERDUE,sum",0.504925
"bureau.csv|CREDIT_DAY_OVERDUE,0_instead_of_min,sum",0.504925
"previous_application.csv|WEEKDAY_APPR_PROCESS_START_WEDNESDAY,sum",0.5049236189518732
"bureau_balance.csv|STATUS_,KURT,var,mean",0.5049187416277084
"previous_application.csv|NAME_GOODS_CATEGORY_Homewares,mean",0.5049172461904592
"previous_application.csv|NAME_CONTRACT_STATUS_Refused,prod",0.5049149470687959
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Other,prod",0.504908967599755
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Urgent needs,prod",0.5048992322598012
"bureau_balance.csv|STATUS_2,var,prod",0.5048980788159197
"bureau_balance.csv|STATUS_2,std,prod",0.504898078602174
"previous_application.csv|CODE_REJECT_REASON_VERIF,sum",0.5048882084598343
"bureau_balance.csv|MONTHS_BALANCE,prod,prod",0.5048686808522808
"previous_application.csv|NAME_GOODS_CATEGORY_Construction Materials,median",0.504852450915776
"previous_application.csv|CHANNEL_TYPE_Regional / Local,median",0.5048449900454637
"credit_card_balance.csv|SK_ID_PREV,var",0.504834
"credit_card_balance.csv|SK_ID_PREV,std",0.504834
"previous_application.csv|DAYS_FIRST_DUE,max_flag,prod",0.5048259494222161
"credit_card_balance.csv|SK_DPD_DEF,nan_instead_of_min,median",0.504822
"bureau_balance.csv|STATUS_,KURT,std,var",0.5048201783553836
"previous_application.csv|WEEKDAY_APPR_PROCESS_START_THURSDAY,sum",0.5048026776997716
"credit_card_balance.csv|SK_DPD_DEF,nan_instead_of_min,prod",0.504794
"credit_card_balance.csv|SK_DPD_DEF,min_flag,median",0.50479
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Business development,sum",0.5047662541948782
"previous_application.csv|PRODUCT_COMBINATION_Card X-Sell,prod",0.5047573395677585
"application_train.csv|OBS__CNT_SOCIAL_CIRCLE,AVG,min_flag",0.504754
"application_train.csv|OBS__CNT_SOCIAL_CIRCLE,DIST,min_flag",0.504754
"application_train.csv|OBS_30_CNT_SOCIAL_CIRCLE,min_flag",0.504754
"application_train.csv|OBS_60_CNT_SOCIAL_CIRCLE,nan_instead_of_min",0.504752
"previous_application.csv|CHANNEL_TYPE_Channel of corporate sales,mean",0.5047482104110489
"bureau_balance.csv|MONTHS_BALANCE,std,var",0.50473063587062
"previous_application.csv|NAME_GOODS_CATEGORY_Gardening,prod",0.5047303109769206
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land,mean",0.5047244995121215
"previous_application.csv|NAME_PORTFOLIO_Cars,sum",0.5047232523050585
"previous_application.csv|NAME_TYPE_SUITE_Other_B,median",0.5047183328729604
"previous_application.csv|NAME_GOODS_CATEGORY_Fitness,mean",0.5047123298918754
"previous_application.csv|PRODUCT_COMBINATION_POS other with interest,median",0.504712108237424
"POS_CASH_balance.csv|SK_DPD_DEF,nan_instead_of_min,var",0.504708
"bureau_balance.csv|STATUS_5,sum,prod",0.5047071233278456
"previous_application.csv|NAME_GOODS_CATEGORY_Fitness,median",0.5047030697802056
"bureau_balance.csv|STATUS_4,mean,prod",0.5047015734167244
"previous_application.csv|PRODUCT_COMBINATION_Cash X-Sell: high,prod",0.5047013459198862
"previous_application.csv|PRODUCT_COMBINATION_POS other with interest,var",0.504688062754985
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_XNA,median",0.5046862011710864
"previous_application.csv|NAME_YIELD_GROUP_low_action,median",0.5046835759444972
"installments_payments.csv|SK_ID_CURR,prod",0.50468
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Business development,median",0.5046726858069382
"previous_application.csv|NAME_SELLER_INDUSTRY_Tourism,prod",0.5046706854307312
"previous_application.csv|CHANNEL_TYPE_AP+ (Cash loan),sum",0.5046649999334895
"POS_CASH_balance.csv|CNT_INSTALMENT_FUTURE,prod",0.504664
"previous_application.csv|NAME_GOODS_CATEGORY_Education,median",0.5046612840330514
"previous_application.csv|NAME_GOODS_CATEGORY_Fitness,prod",0.5046598064792055
"previous_application.csv|AMT_GOODS_PRICE,min_flag,prod",0.5046570740946942
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Furniture,std",0.5046559652524479
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Furniture,var",0.5046559652524479
"previous_application.csv|NAME_GOODS_CATEGORY_Additional Service,median",0.5046552841869056
"bureau_balance.csv|STATUS_,STD,var,mean",0.5046427481350158
"previous_application.csv|NAME_GOODS_CATEGORY_Education,prod",0.5046414201320195
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Business development,prod",0.504641059970254
"previous_application.csv|NAME_GOODS_CATEGORY_Additional Service,mean",0.5046410484992266
"previous_application.csv|CODE_REJECT_REASON_SYSTEM,median",0.504638879691286
"previous_application.csv|NAME_GOODS_CATEGORY_Insurance,sum",0.5046361244359684
"previous_application.csv|NAME_GOODS_CATEGORY_Additional Service,prod",0.5046322281340287
"previous_application.csv|NAME_GOODS_CATEGORY_Weapon,prod",0.5046309972428994
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Payments on other loans,prod",0.5046292614840606
"bureau.csv|CREDIT_ACTIVE_Sold,sum",0.504627
"previous_application.csv|CODE_REJECT_REASON_VERIF,prod",0.5046257906076209
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Gasification / water supply,sum",0.5046256468279092
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Buying a garage,median",0.504625387055447
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Everyday expenses,std",0.5046253086107182
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Everyday expenses,var",0.5046253038370608
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Buying a garage,prod",0.5046225034813678
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Money for a third person,prod",0.5046224901578762
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Money for a third person,median",0.5046224901578762
"previous_application.csv|CHANNEL_TYPE_Car dealer,median",0.504620064641164
"bureau_balance.csv|STATUS_X,std,mean",0.504619282188838
"previous_application.csv|FLAG_LAST_APPL_PER_CONTRACT_Y,median",0.5046189692649065
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Medicine,prod",0.5046189692649065
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday,prod",0.5046189692649065
"previous_application.csv|FLAG_LAST_APPL_PER_CONTRACT_nan,mean",0.5046189692649065
"previous_application.csv|FLAG_LAST_APPL_PER_CONTRACT_nan,median",0.5046189692649065
"previous_application.csv|FLAG_LAST_APPL_PER_CONTRACT_nan,prod",0.5046189692649065
"previous_application.csv|CODE_REJECT_REASON_nan,prod",0.5046189692649065
"previous_application.csv|CODE_REJECT_REASON_nan,sum",0.5046189692649065
"previous_application.csv|NAME_CLIENT_TYPE_nan,mean",0.5046189692649065
"previous_application.csv|CODE_REJECT_REASON_nan,median",0.5046189692649065
"previous_application.csv|CODE_REJECT_REASON_SYSTEM,prod",0.5046189692649065
"previous_application.csv|FLAG_LAST_APPL_PER_CONTRACT_N,prod",0.5046189692649065
"previous_application.csv|CODE_REJECT_REASON_SCO,prod",0.5046189692649065
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_nan,sum",0.5046189692649065
"previous_application.csv|NAME_CONTRACT_STATUS_nan,mean",0.5046189692649065
"previous_application.csv|NAME_CONTRACT_STATUS_nan,median",0.5046189692649065
"previous_application.csv|NAME_CONTRACT_STATUS_nan,prod",0.5046189692649065
